user_id,profile_id,profile_label,n_posts,w0,w1,w2,gt_w0,gt_w1,gt_w2,assignment_type,topic_distribution,empirical_topic_distribution
user_0077,copyright_surveillance,Split: copyright + surveillance,100,0.29282478132986983,0.33651955523103233,0.37065566343909784,0.15,0.43,0.42,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.15, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.42}"
user_0078,coding_heavy,Mostly AI coding innovations,100,0.6412481021788153,0.1785783072894025,0.18017359053178225,0.81,0.11,0.08,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.81, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.08}"
user_0079,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2607075849110864,0.5244851099730377,0.2148073051158759,0.09,0.82,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.82, ""ai_mass_surveillance"": 0.09}"
user_0080,surveillance_heavy,Mostly AI mass surveillance,100,0.2668509967349637,0.1828946696641036,0.5502543336009327,0.1,0.11,0.79,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.79}"
user_0081,balanced,Even across all topics,100,0.37726949916135616,0.30668519358552204,0.31604530725312174,0.31,0.37,0.32,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.31, ""ai_copyright_theft"": 0.37, ""ai_mass_surveillance"": 0.32}"
user_0082,coding_copyright,Split: coding + copyright,100,0.42459346541885595,0.3590510928788609,0.21635544170228319,0.4,0.48,0.12,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.4, ""ai_copyright_theft"": 0.48, ""ai_mass_surveillance"": 0.12}"
user_0083,coding_surveillance,Split: coding + surveillance,100,0.45141295012277743,0.18076688539488486,0.36782016448233756,0.45,0.11,0.44,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.44}"
user_0084,copyright_surveillance,Split: copyright + surveillance,100,0.25590013412898804,0.34175538879575873,0.4023444770752533,0.08,0.44,0.48,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.44, ""ai_mass_surveillance"": 0.48}"
user_0085,coding_heavy,Mostly AI coding innovations,100,0.6412358456554961,0.1833885840002852,0.17537557034421866,0.81,0.12,0.07,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.81, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.07}"
user_0086,copyright_heavy,Mostly AI copyright / theft concerns,100,0.29240805953702137,0.5000689634010438,0.20752297706193484,0.15,0.77,0.08,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.15, ""ai_copyright_theft"": 0.77, ""ai_mass_surveillance"": 0.08}"
user_0087,surveillance_heavy,Mostly AI mass surveillance,100,0.25631685592183623,0.17820598062574763,0.565477163452416,0.08,0.1,0.82,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.82}"
user_0088,balanced,Even across all topics,100,0.38788943563771716,0.2777019456476992,0.3344086187145837,0.33,0.31,0.36,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.33, ""ai_copyright_theft"": 0.31, ""ai_mass_surveillance"": 0.36}"
user_0089,coding_copyright,Split: coding + copyright,100,0.45100848485324857,0.33950601685401305,0.20948549829273833,0.45,0.44,0.11,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.44, ""ai_mass_surveillance"": 0.11}"
user_0090,coding_surveillance,Split: coding + surveillance,100,0.43560561064142683,0.1761389901927924,0.3882553991657809,0.42,0.1,0.48,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.42, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.48}"
user_0091,copyright_surveillance,Split: copyright + surveillance,100,0.28230289704006145,0.32702058948179374,0.3906765134781448,0.13,0.41,0.46,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.13, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.46}"
user_0092,coding_heavy,Mostly AI coding innovations,100,0.6306894483190497,0.18351017167281197,0.18580038000813848,0.79,0.12,0.09,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.79, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.09}"
user_0093,copyright_heavy,Mostly AI copyright / theft concerns,100,0.27127849529417114,0.5147429688787456,0.21397853582708334,0.11,0.8,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.09}"
user_0094,surveillance_heavy,Mostly AI mass surveillance,100,0.24570917596879444,0.20237895185268784,0.5519118721785177,0.06,0.15,0.79,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.06, ""ai_copyright_theft"": 0.15, ""ai_mass_surveillance"": 0.79}"
user_0095,balanced,Even across all topics,100,0.366759871394867,0.29237595112540077,0.34086417747973236,0.29,0.34,0.37,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.29, ""ai_copyright_theft"": 0.34, ""ai_mass_surveillance"": 0.37}"
user_0096,coding_copyright,Split: coding + copyright,100,0.46153036914305706,0.34900498260325163,0.18946464825369125,0.47,0.46,0.07,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.47, ""ai_copyright_theft"": 0.46, ""ai_mass_surveillance"": 0.07}"
user_0097,coding_surveillance,Split: coding + surveillance,100,0.4830643986554363,0.17559184566642183,0.34134375567814196,0.51,0.1,0.39,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.51, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.39}"
user_0098,copyright_surveillance,Split: copyright + surveillance,100,0.2241628899330959,0.3806023655004007,0.3952347445665034,0.02,0.52,0.46,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.02, ""ai_copyright_theft"": 0.52, ""ai_mass_surveillance"": 0.46}"
user_0099,coding_heavy,Mostly AI coding innovations,100,0.5832184037817212,0.1888675929100653,0.22791400330821365,0.7,0.13,0.17,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.7, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.17}"
user_0100,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2976690016819255,0.5048184462756632,0.19751255204241133,0.16,0.78,0.06,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.16, ""ai_copyright_theft"": 0.78, ""ai_mass_surveillance"": 0.06}"
user_0101,surveillance_heavy,Mostly AI mass surveillance,100,0.2562310602586027,0.21187791760192642,0.5318910221394708,0.08,0.17,0.75,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.17, ""ai_mass_surveillance"": 0.75}"
user_0102,balanced,Even across all topics,100,0.41958991026365206,0.2532857990757055,0.32712429066064247,0.39,0.26,0.35,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.39, ""ai_copyright_theft"": 0.26, ""ai_mass_surveillance"": 0.35}"
user_0103,coding_copyright,Split: coding + copyright,100,0.4193202667506326,0.35911188671512434,0.22156784653424302,0.39,0.48,0.13,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.39, ""ai_copyright_theft"": 0.48, ""ai_mass_surveillance"": 0.13}"
user_0104,coding_surveillance,Split: coding + surveillance,100,0.483027629085479,0.1900226757990699,0.32694969511545097,0.51,0.13,0.36,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.51, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.36}"
user_0105,copyright_surveillance,Split: copyright + surveillance,100,0.25583885151239266,0.36580677235017234,0.378354376137435,0.08,0.49,0.43,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.49, ""ai_mass_surveillance"": 0.43}"
user_0106,coding_heavy,Mostly AI coding innovations,100,0.6306771917957306,0.18832044838369463,0.18100235982057486,0.79,0.13,0.08,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.79, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.08}"
user_0107,copyright_heavy,Mostly AI copyright / theft concerns,100,0.28192294481717006,0.47613916751915714,0.2419378876636727,0.13,0.72,0.15,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.13, ""ai_copyright_theft"": 0.72, ""ai_mass_surveillance"": 0.15}"
user_0108,surveillance_heavy,Mostly AI mass surveillance,100,0.2721609649731441,0.16840304569519218,0.5594359893316636,0.11,0.08,0.81,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.81}"
user_0109,balanced,Even across all topics,100,0.3825917239228558,0.2873832929057279,0.33002498317141626,0.32,0.33,0.35,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.32, ""ai_copyright_theft"": 0.33, ""ai_mass_surveillance"": 0.35}"
user_0110,coding_copyright,Split: coding + copyright,100,0.4298789206103983,0.3541800223317148,0.21594105705788685,0.41,0.47,0.12,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.41, ""ai_copyright_theft"": 0.47, ""ai_mass_surveillance"": 0.12}"
user_0111,coding_surveillance,Split: coding + surveillance,100,0.5199767893329992,0.17516628881257806,0.3048569218544228,0.58,0.1,0.32,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.58, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.32}"
user_0112,copyright_surveillance,Split: copyright + surveillance,100,0.2769806722785619,0.34632249016158795,0.3766968375598502,0.12,0.45,0.43,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.43}"
user_0113,coding_heavy,Mostly AI coding innovations,100,0.6465458138936766,0.16889696003137375,0.18455722607494973,0.82,0.09,0.09,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.82, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.09}"
user_0114,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2554221297195441,0.5293561805201838,0.21522168976027217,0.08,0.83,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.83, ""ai_mass_surveillance"": 0.09}"
user_0115,surveillance_heavy,Mostly AI mass surveillance,100,0.25626782982855995,0.19744708746927842,0.5462850827021617,0.08,0.14,0.78,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.14, ""ai_mass_surveillance"": 0.78}"
user_0116,balanced,Even across all topics,100,0.41413286374564295,0.3255007435752088,0.26036639267914824,0.38,0.41,0.21,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.38, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.21}"
user_0117,coding_copyright,Split: coding + copyright,100,0.4669138765211518,0.30565169836904427,0.22743442510980405,0.48,0.37,0.15,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.48, ""ai_copyright_theft"": 0.37, ""ai_mass_surveillance"": 0.15}"
user_0118,coding_surveillance,Split: coding + surveillance,100,0.48311342474871244,0.15635073882289113,0.36053583642839643,0.51,0.06,0.43,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.51, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.43}"
user_0119,copyright_surveillance,Split: copyright + surveillance,100,0.2612101023671684,0.3272637648268473,0.4115261328059842,0.09,0.41,0.5,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.5}"
user_0120,coding_heavy,Mostly AI coding innovations,100,0.6359503904639539,0.18825965454743124,0.1757899549886149,0.8,0.13,0.07,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.07}"
user_0121,copyright_heavy,Mostly AI copyright / theft concerns,100,0.29770577125188274,0.49038761614301507,0.21190661260510218,0.16,0.75,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.16, ""ai_copyright_theft"": 0.75, ""ai_mass_surveillance"": 0.09}"
user_0122,surveillance_heavy,Mostly AI mass surveillance,100,0.26683874021164466,0.18770494637498633,0.545456313413369,0.1,0.12,0.78,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.78}"
user_0123,balanced,Even across all topics,100,0.37730626873131334,0.2922543634528741,0.3304393678158126,0.31,0.34,0.35,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.31, ""ai_copyright_theft"": 0.34, ""ai_mass_surveillance"": 0.35}"
user_0124,coding_copyright,Split: coding + copyright,100,0.45105751094652485,0.3202649100104824,0.22867757904299274,0.45,0.4,0.15,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.4, ""ai_mass_surveillance"": 0.15}"
user_0125,coding_surveillance,Split: coding + surveillance,100,0.44081752669305474,0.2001295799109424,0.3590528933960028,0.43,0.15,0.42,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.43, ""ai_copyright_theft"": 0.15, ""ai_mass_surveillance"": 0.42}"
user_0126,copyright_surveillance,Split: copyright + surveillance,100,0.2769316461852857,0.3655635970051187,0.35750475680959576,0.12,0.49,0.39,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.49, ""ai_mass_surveillance"": 0.39}"
user_0127,coding_heavy,Mostly AI coding innovations,100,0.6412726152254533,0.16895775386763712,0.1897696309069096,0.81,0.09,0.1,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.81, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.1}"
user_0128,copyright_heavy,Mostly AI copyright / theft concerns,100,0.25013667452800176,0.5342272510673299,0.21563607440466834,0.07,0.84,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.84, ""ai_mass_surveillance"": 0.09}"
user_0129,surveillance_heavy,Mostly AI mass surveillance,100,0.24581948467866596,0.1590864614547437,0.5950940538665903,0.06,0.06,0.88,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.06, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.88}"
user_0130,balanced,Even across all topics,100,0.4037458012123441,0.2630887340062609,0.33316546478139497,0.36,0.28,0.36,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.36, ""ai_copyright_theft"": 0.28, ""ai_mass_surveillance"": 0.36}"
user_0131,coding_copyright,Split: coding + copyright,100,0.4562571704748337,0.3490657764395152,0.1946770530856511,0.46,0.46,0.08,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.46, ""ai_copyright_theft"": 0.46, ""ai_mass_surveillance"": 0.08}"
user_0132,coding_surveillance,Split: coding + surveillance,100,0.4408910658329692,0.1712679196456463,0.3878410145213845,0.43,0.09,0.48,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.43, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.48}"
user_0133,copyright_surveillance,Split: copyright + surveillance,100,0.26121010236716846,0.3272637648268474,0.4115261328059841,0.09,0.41,0.5,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.5}"
user_0134,coding_heavy,Mostly AI coding innovations,100,0.6254039931275073,0.18838124221995808,0.18621476465253467,0.78,0.13,0.09,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.78, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.09}"
user_0135,copyright_heavy,Mostly AI copyright / theft concerns,100,0.260805637097639,0.48600289628597615,0.25319146661638486,0.09,0.74,0.17,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.74, ""ai_mass_surveillance"": 0.17}"
